dialogue_prompt_id,category_id,category_title,scenario_id,scenario_title,response_type,minimal_context,dialogue,mcq_ids,challenge_type,rubric_criteria_immediate,rubric_criteria_long_term
960,297,Academically at-risk primary students disengaged from traditional schooling,553,Negotiating 3D play versus academic quests in a virtual environment,long_term,The student is participating in an after-school session within a 3D virtual environment and is expected to complete an academic quest by submitting a digital document with reflection notes.,"TUTOR: Please open your digital document and start writing your reflection notes for the assigned quest.

STUDENT: I want to get what my classmate has. The bird on the shoulder??That one needs how many lumins?

TUTOR: Let's focus on the assignment right now.

STUDENT: ... the 3D world is very fun. Can I just have a little more time to explore before I do the spreadsheet?

TUTOR: You need to complete the academic work first.

STUDENT: I like the 3D space as I can play with airplane, car, and boat. (Moves avatar away from the quest area to play with the virtual vehicles instead of opening the document)",1538|1539,Attention/Engagement Failure,"1. Extrinsic Reward Leverage: The tutor explicitly links the completion of the academic task to earning in-game rewards, currency (e.g., lumins), or digital artifacts.

2. Persistent, Negotiated Redirection: The tutor firmly redirects the student to the academic task while offering a negotiated compromise (e.g., 'complete the quest first, then you can explore the vehicles') rather than a rigid, unconditional demand.

3. In-System Recognition: The tutor frames the review, feedback, or submission of the task within the context of the game's systems or lore (e.g., submitting to the 'council' or earning official recognition in the environment).","1. Community-Backed Accountability: The long-term plan includes specific mechanisms for involving external parties (e.g., parents, community members) to reinforce rules and expectations regarding program attendance.

2. Scaffolded Technical Assimilation: The long-term plan incorporates dedicated time, training sessions, or technical support staff to help the student master the software and logistical arrangements.

3. Flexible Pacing Integration: The long-term plan avoids rigid, minute-by-minute scheduling, instead building in flexible periods that accommodate the student's need for self-directed exploration within the 3D space."
961,298,Students with MLD using atypical multiples-list strategies for multiplication,554,Missing operand problem using atypical list access,immediate,Emily and her tutor are working on a missing operand multiplication problem during a one-on-one weekly tutoring session.,"TUTOR: Let's look at this problem. What times 2 is 16?

STUDENT: You can?™t do it??cause 2 doesn?™t go into 16, evenly.

TUTOR: Take your time and try to work it out.

STUDENT: Yeah. (Raises one finger) 5, (raises another finger) 10.

TUTOR: Keep going.

STUDENT: (Continues tracking on fingers) 6, 12. 7, 14. Oh! 8. Duh!",1540,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
962,298,Students with MLD using atypical multiples-list strategies for multiplication,554,Missing operand problem using atypical list access,long_term,Emily and her tutor are working on a missing operand multiplication problem during a one-on-one weekly tutoring session.,"TUTOR: Let's look at this problem. What times 2 is 16?

STUDENT: You can?™t do it??cause 2 doesn?™t go into 16, evenly.

TUTOR: Take your time and try to work it out.

STUDENT: Yeah. (Raises one finger) 5, (raises another finger) 10.

TUTOR: Keep going.

STUDENT: (Continues tracking on fingers) 6, 12. 7, 14. Oh! 8. Duh!",1541,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
963,298,Students with MLD using atypical multiples-list strategies for multiplication,555,Finding common multiples and list confusion,immediate,The student and tutor are working one-on-one to find a common multiple for 6 and 12 by listing multiples.,"TUTOR: We need to find a common multiple for 6 and 12. Let's start by listing some multiples of 6.

STUDENT: (Raises fingers to keep track of her ordinal position) 6, 12, 18, 24, 36, 45, 54, 63, 72, 81.

TUTOR: Let's try reciting that list one more time.

STUDENT: (Counting on fingers again) 6, 12, 18, 24, 36, 45, 54, 63, 72, 81? Or is that nines?

TUTOR: What do you think? Try it again.

STUDENT: 6, 12, 18, 24, 36, 45, 54, 63, 72, I?™m confused, they are both nines. I just memorize them, and I don?™t even know if it?™s right.",1542,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
964,298,Students with MLD using atypical multiples-list strategies for multiplication,555,Finding common multiples and list confusion,long_term,The student and tutor are working one-on-one to find a common multiple for 6 and 12 by listing multiples.,"TUTOR: We need to find a common multiple for 6 and 12. Let's start by listing some multiples of 6.

STUDENT: (Raises fingers to keep track of her ordinal position) 6, 12, 18, 24, 36, 45, 54, 63, 72, 81.

TUTOR: Let's try reciting that list one more time.

STUDENT: (Counting on fingers again) 6, 12, 18, 24, 36, 45, 54, 63, 72, 81? Or is that nines?

TUTOR: What do you think? Try it again.

STUDENT: 6, 12, 18, 24, 36, 45, 54, 63, 72, I?™m confused, they are both nines. I just memorize them, and I don?™t even know if it?™s right.",1543,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
965,298,Students with MLD using atypical multiples-list strategies for multiplication,556,Fraction reduction and cognitive overload,immediate,The student is reducing the fraction 8/12 on paper during a one-on-one tutoring session.,"TUTOR: Please reduce the fraction 8/12.

STUDENT: (Counts on fingers) Four, eight. The top number is 2.

TUTOR: Okay, go on to the denominator.

STUDENT: (Looks at the 2, then counts on fingers again) Two, four, six, eight, ten, twelve. That's six.

TUTOR: Write down your final answer.

STUDENT: The reduced fraction is 2/6.",1544,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
966,298,Students with MLD using atypical multiples-list strategies for multiplication,556,Fraction reduction and cognitive overload,long_term,The student is reducing the fraction 8/12 on paper during a one-on-one tutoring session.,"TUTOR: Please reduce the fraction 8/12.

STUDENT: (Counts on fingers) Four, eight. The top number is 2.

TUTOR: Okay, go on to the denominator.

STUDENT: (Looks at the 2, then counts on fingers again) Two, four, six, eight, ten, twelve. That's six.

TUTOR: Write down your final answer.

STUDENT: The reduced fraction is 2/6.",1545,Academic Struggle,"1. Eliciting Process Rationale: The tutor explicitly asks the student to explain her step-by-step process, reasoning, or how she arrived at her current answer.

2. Prompting Cognitive Offloading: The tutor prompts the student to physically write down an intermediate step, such as the number she is dividing by or rewriting the problem in a different format.","1. Atypical Strategy Validation: The tutor's long-term plan accommodates and supports the student's unique multiples-reciting strategy rather than attempting to replace it with standard memorization techniques.

2. Habitual Intermediate Documentation: The tutor establishes a consistent routine of having the student document intermediate values (e.g., the divisor or factor) on paper across multiple problem-solving scenarios."
967,299,Students with low fine motor skills who struggle with precision and intensity of movement during drawing tasks,557,Drawing geometric objects using traditional paper-and-pen tools,immediate,"The student is attempting to draw geometric objects independently using a pen, combination triangle, and a pair of compasses in an inclusive classroom.","TUTOR: Please use the pair of compasses to draw a circle on your paper, and then use the combination triangle to draw a line through it.

STUDENT: (Drops the tools) I am unable to use this pen, the combination triangle, and the pair of compasses.

TUTOR: Just hold the top of the compass and try to turn it slowly.

STUDENT: I can't handle the descent, loading, and speed. I am less precise in my ability to determine the direction and intensity of the movement.

TUTOR: What do you think you should do next? Keep trying to move it.

STUDENT: I cannot draw unaided. You have to be my assistant and draw it following my instructions. I have reduced motivation for these geometry tasks that require fine motor skills.",1546,Academic Struggle,"1. Alternative Interface Provision: The tutor's response must offer, adjust, or suggest an alternative accessible tool (e.g., a Tangible User Interface, adjusting mouse sensitivity/speed) rather than insisting the student try harder with standard tools.

2. Autonomous Concrete Experience: The tutor must prompt the student to execute the task themselves using an adapted method, explicitly refusing to take over the task or draw on the student's behalf.","1. Concept-Motor Decoupling: The tutor's long-term plan must explicitly separate conceptual learning from motor execution, prioritizing the understanding of geometric relationships before practicing the physical use of tools.

2. Sustained Interface Customization: The tutor's plan must include ongoing adjustments to Dynamic Geometry programs or TUIs based on the student's personal learning characteristics and motor needs.

3. Inclusive Social Integration: The tutor's plan must incorporate structured peer collaboration or group work where the student uses their supportive interface to participate equally with classmates."
968,299,Students with low fine motor skills who struggle with precision and intensity of movement during drawing tasks,557,Drawing geometric objects using traditional paper-and-pen tools,long_term,"The student is attempting to draw geometric objects independently using a pen, combination triangle, and a pair of compasses in an inclusive classroom.","TUTOR: Please use the pair of compasses to draw a circle on your paper, and then use the combination triangle to draw a line through it.

STUDENT: (Drops the tools) I am unable to use this pen, the combination triangle, and the pair of compasses.

TUTOR: Just hold the top of the compass and try to turn it slowly.

STUDENT: I can't handle the descent, loading, and speed. I am less precise in my ability to determine the direction and intensity of the movement.

TUTOR: What do you think you should do next? Keep trying to move it.

STUDENT: I cannot draw unaided. You have to be my assistant and draw it following my instructions. I have reduced motivation for these geometry tasks that require fine motor skills.",1547,Academic Struggle,"1. Alternative Interface Provision: The tutor's response must offer, adjust, or suggest an alternative accessible tool (e.g., a Tangible User Interface, adjusting mouse sensitivity/speed) rather than insisting the student try harder with standard tools.

2. Autonomous Concrete Experience: The tutor must prompt the student to execute the task themselves using an adapted method, explicitly refusing to take over the task or draw on the student's behalf.","1. Concept-Motor Decoupling: The tutor's long-term plan must explicitly separate conceptual learning from motor execution, prioritizing the understanding of geometric relationships before practicing the physical use of tools.

2. Sustained Interface Customization: The tutor's plan must include ongoing adjustments to Dynamic Geometry programs or TUIs based on the student's personal learning characteristics and motor needs.

3. Inclusive Social Integration: The tutor's plan must incorporate structured peer collaboration or group work where the student uses their supportive interface to participate equally with classmates."
969,299,Students with low fine motor skills who struggle with precision and intensity of movement during drawing tasks,558,Computer-supported geometry task using mouse and keyboard,immediate,The student is using a desktop computer with a mouse and keyboard to complete a geometry activity in an inclusive classroom.,"TUTOR: Let's start the geometry activity on the computer. Please use the mouse to click and drag the shape to the correct spot on the screen.

STUDENT: (Tries to move the mouse but the cursor shoots across the screen) I can't get it to go where I want. It's moving too fast.

TUTOR: Just try to move it a little slower and click the button.

STUDENT: (Presses the mouse button heavily and misses the shape) I missed it again. I am not an active user of computers, I don't know how to do this.

TUTOR: Keep trying, you just need to practice using the mouse.

STUDENT: (Pushes the mouse away, looking stressed) I can't do this! It's too hard to control the speed and intensity, and I keep messing up the geometry task. I don't want to do this anymore.",1548|1549,Academic Struggle,"1. Alternative Interface Provision: The tutor's response must offer, adjust, or suggest an alternative accessible tool (e.g., a Tangible User Interface, adjusting mouse sensitivity/speed) rather than insisting the student try harder with standard tools.

2. Autonomous Concrete Experience: The tutor must prompt the student to execute the task themselves using an adapted method, explicitly refusing to take over the task or draw on the student's behalf.","1. Concept-Motor Decoupling: The tutor's long-term plan must explicitly separate conceptual learning from motor execution, prioritizing the understanding of geometric relationships before practicing the physical use of tools.

2. Sustained Interface Customization: The tutor's plan must include ongoing adjustments to Dynamic Geometry programs or TUIs based on the student's personal learning characteristics and motor needs.

3. Inclusive Social Integration: The tutor's plan must incorporate structured peer collaboration or group work where the student uses their supportive interface to participate equally with classmates."
970,299,Students with low fine motor skills who struggle with precision and intensity of movement during drawing tasks,558,Computer-supported geometry task using mouse and keyboard,long_term,The student is using a desktop computer with a mouse and keyboard to complete a geometry activity in an inclusive classroom.,"TUTOR: Let's start the geometry activity on the computer. Please use the mouse to click and drag the shape to the correct spot on the screen.

STUDENT: (Tries to move the mouse but the cursor shoots across the screen) I can't get it to go where I want. It's moving too fast.

TUTOR: Just try to move it a little slower and click the button.

STUDENT: (Presses the mouse button heavily and misses the shape) I missed it again. I am not an active user of computers, I don't know how to do this.

TUTOR: Keep trying, you just need to practice using the mouse.

STUDENT: (Pushes the mouse away, looking stressed) I can't do this! It's too hard to control the speed and intensity, and I keep messing up the geometry task. I don't want to do this anymore.",1550|1551,Academic Struggle,"1. Alternative Interface Provision: The tutor's response must offer, adjust, or suggest an alternative accessible tool (e.g., a Tangible User Interface, adjusting mouse sensitivity/speed) rather than insisting the student try harder with standard tools.

2. Autonomous Concrete Experience: The tutor must prompt the student to execute the task themselves using an adapted method, explicitly refusing to take over the task or draw on the student's behalf.","1. Concept-Motor Decoupling: The tutor's long-term plan must explicitly separate conceptual learning from motor execution, prioritizing the understanding of geometric relationships before practicing the physical use of tools.

2. Sustained Interface Customization: The tutor's plan must include ongoing adjustments to Dynamic Geometry programs or TUIs based on the student's personal learning characteristics and motor needs.

3. Inclusive Social Integration: The tutor's plan must incorporate structured peer collaboration or group work where the student uses their supportive interface to participate equally with classmates."
971,300,Dominant students with high levels of physical and verbal aggression,559,Reactive aggression to teacher direction during science group work,immediate,The student is working in a collaborative science group looking at photos to discuss animal needs and emotions.,"TUTOR: Please look at the photos of the animals with your group and discuss what you think they are feeling.

STUDENT: I am not doing anything. I don't have to respect you.

TUTOR: You need to do the work with your group.

STUDENT: He told me something! I'm going to hit him hard!

TUTOR: Stop that right now and get back to your seat.

STUDENT: I am getting out of control! (Gets mad and throws his school bag away)",1552|1553,Social-Interpersonal Difficulty,"1. Indirect Empathy Exploration: The tutor's response must include a guiding question about feelings or emotions (e.g., of an animal, character, or peer) and must NOT issue a direct behavioral directive or reprimand.

2. Student-Centered Validation: The tutor must explicitly invite the student to share their opinion, perspective, or personal connection to the topic or situation at hand.","1. Analogous Empathy Development: The long-term plan must incorporate the study of animal needs, emotions, or welfare as a core mechanism for teaching compassion and self-regulation.

2. Diverse Media Utilization: The long-term plan must explicitly include the use of diverse media resources (e.g., documentaries, photos, videos, stories) to explore emotional and empathetic themes."
972,300,Dominant students with high levels of physical and verbal aggression,559,Reactive aggression to teacher direction during science group work,long_term,The student is working in a collaborative science group looking at photos to discuss animal needs and emotions.,"TUTOR: Please look at the photos of the animals with your group and discuss what you think they are feeling.

STUDENT: I am not doing anything. I don't have to respect you.

TUTOR: You need to do the work with your group.

STUDENT: He told me something! I'm going to hit him hard!

TUTOR: Stop that right now and get back to your seat.

STUDENT: I am getting out of control! (Gets mad and throws his school bag away)",1554|1555,Social-Interpersonal Difficulty,"1. Indirect Empathy Exploration: The tutor's response must include a guiding question about feelings or emotions (e.g., of an animal, character, or peer) and must NOT issue a direct behavioral directive or reprimand.

2. Student-Centered Validation: The tutor must explicitly invite the student to share their opinion, perspective, or personal connection to the topic or situation at hand.","1. Analogous Empathy Development: The long-term plan must incorporate the study of animal needs, emotions, or welfare as a core mechanism for teaching compassion and self-regulation.

2. Diverse Media Utilization: The long-term plan must explicitly include the use of diverse media resources (e.g., documentaries, photos, videos, stories) to explore emotional and empathetic themes."
973,301,"Students who exhibit physical distress and avoidance behaviors (crying, falling to floor) in loud environments",560,Entering a loud gross motor room and performing sit-ups,immediate,The student is entering a loud gross motor room to perform sit-ups on a black mat.,"TUTOR: We are going into the gross motor room now to do sit-ups on the black mat.

STUDENT: (Begins to cry and falls to his knees with his head on the floor as the door opens to the loud room.)

TUTOR: Please stand up and come over to the corner.

STUDENT: (Continues crying, while scooting across the floor.)

TUTOR: Let's get into a sit-up position on the mat so we can start.

STUDENT: (Continues to cry while in the sit-up position, unable to initiate the sit-ups.)",1556|1557,Emotional Distress,"1. Task Demand Adjustment: The tutor reduces task expectations, avoids introducing new skills, or explicitly stops pushing for lesson completion when the student is overwhelmed or in a busy space.

2. Physical Grounding and Assistance: The tutor offers direct physical support (e.g., offering hands to hold, guiding into position, or using hand-over-hand assistance) to help the student ground themselves or complete a movement.

3. Pausing for Emotional Regulation: The tutor pauses the activity, movement, or instruction entirely when the student is crying, waiting for the crying to cease before proceeding.

4. Visual and Environmental Shielding: The tutor physically repositions or turns the student away from visual distractions, noises, and busy areas to help them focus.

5. Structured Rhythmic Cueing: The tutor uses structured counting (e.g., '1, 2, 3') paired with concise, specific directions to guide the student's timing and focus during a task.",
974,301,"Students who exhibit physical distress and avoidance behaviors (crying, falling to floor) in loud environments",561,Walking transition with crying and stereotypic behaviors,immediate,The student is walking with the teacher and an aid through the gross motor room.,"TUTOR: Here is the ball in the gross motor area.

STUDENT: (Bounces on the ball, makes high pitch noises and flaps hands.)

TUTOR: Okay, it is time to walk with me and the aid. Give me your hand.

STUDENT: (Holds the teacher's hand and starts to walk.)

TUTOR: Keep walking with us.

STUDENT: (Walks with the teacher, occasionally crying.)",1558|1559,Emotional Distress,"1. Task Demand Adjustment: The tutor reduces task expectations, avoids introducing new skills, or explicitly stops pushing for lesson completion when the student is overwhelmed or in a busy space.

2. Physical Grounding and Assistance: The tutor offers direct physical support (e.g., offering hands to hold, guiding into position, or using hand-over-hand assistance) to help the student ground themselves or complete a movement.

3. Pausing for Emotional Regulation: The tutor pauses the activity, movement, or instruction entirely when the student is crying, waiting for the crying to cease before proceeding.

4. Visual and Environmental Shielding: The tutor physically repositions or turns the student away from visual distractions, noises, and busy areas to help them focus.

5. Structured Rhythmic Cueing: The tutor uses structured counting (e.g., '1, 2, 3') paired with concise, specific directions to guide the student's timing and focus during a task.",
975,301,"Students who exhibit physical distress and avoidance behaviors (crying, falling to floor) in loud environments",562,Catching task in a highly distracted environment,immediate,The student and tutor are practicing catching a ball while standing on a spot in a busy environment with other kids and noises.,"TUTOR: Let's check the picture schedule to see what is next.

STUDENT: Catch. (Gets the picture schedule out, then stands on a spot)

TUTOR: Hands out, look at the ball.

STUDENT: (Catches with two hands, then squeezes the ball)

TUTOR: Let's try another one. Hands out.

STUDENT: (Looking everywhere, easily distracted by the million noises and people coming in and out)",1560|1561,Emotional Distress,"1. Task Demand Adjustment: The tutor reduces task expectations, avoids introducing new skills, or explicitly stops pushing for lesson completion when the student is overwhelmed or in a busy space.

2. Physical Grounding and Assistance: The tutor offers direct physical support (e.g., offering hands to hold, guiding into position, or using hand-over-hand assistance) to help the student ground themselves or complete a movement.

3. Pausing for Emotional Regulation: The tutor pauses the activity, movement, or instruction entirely when the student is crying, waiting for the crying to cease before proceeding.

4. Visual and Environmental Shielding: The tutor physically repositions or turns the student away from visual distractions, noises, and busy areas to help them focus.

5. Structured Rhythmic Cueing: The tutor uses structured counting (e.g., '1, 2, 3') paired with concise, specific directions to guide the student's timing and focus during a task.",
976,302,Students requiring structured time-,563,Treadmill task and excessive break requests,immediate,The student is expected to walk on the treadmill for two minutes during a one-on-one APE session.,"TUTOR: It is time to walk on the treadmill for two minutes.

STUDENT: (Uses the break timer to request a break from instruction)

TUTOR: We need to do the treadmill first.

STUDENT: (Requests another break, taking a 5-minute long break)

TUTOR: Your break is over. Please stand up and walk on the treadmill.

STUDENT: (Lays on the floor screaming)",1562,Task Resistance,"1. Respecting Capacity Limits: The tutor's response must allow the student to stop or significantly reduce demands if they show signs of reaching their limit, rather than forcing continued compliance.

2. Incorporating Natural Movement: The tutor's response must integrate the student's current physical state or excitement (e.g., jumping, dancing) into the learning activity.

3. Rhythmic and Structured Cues: The tutor's response must use clear, structured verbal cues or counting (e.g., '1, 2, 3') to guide the timing of a physical action.","1. Micro-Interval Work/Break Routine: The tutor's long-term plan must establish a highly structured, short-duration work-to-break ratio (e.g., 2 minutes on, 1 minute off).

2. Visual Sequence Integration: The tutor's long-term plan must incorporate the consistent use of visual aids or picture schedules to map out activity sequences and transitions."
977,302,Students requiring structured time-,563,Treadmill task and excessive break requests,long_term,The student is expected to walk on the treadmill for two minutes during a one-on-one APE session.,"TUTOR: It is time to walk on the treadmill for two minutes.

STUDENT: (Uses the break timer to request a break from instruction)

TUTOR: We need to do the treadmill first.

STUDENT: (Requests another break, taking a 5-minute long break)

TUTOR: Your break is over. Please stand up and walk on the treadmill.

STUDENT: (Lays on the floor screaming)",1563,Task Resistance,"1. Respecting Capacity Limits: The tutor's response must allow the student to stop or significantly reduce demands if they show signs of reaching their limit, rather than forcing continued compliance.

2. Incorporating Natural Movement: The tutor's response must integrate the student's current physical state or excitement (e.g., jumping, dancing) into the learning activity.

3. Rhythmic and Structured Cues: The tutor's response must use clear, structured verbal cues or counting (e.g., '1, 2, 3') to guide the timing of a physical action.","1. Micro-Interval Work/Break Routine: The tutor's long-term plan must establish a highly structured, short-duration work-to-break ratio (e.g., 2 minutes on, 1 minute off).

2. Visual Sequence Integration: The tutor's long-term plan must incorporate the consistent use of visual aids or picture schedules to map out activity sequences and transitions."
978,302,Students requiring structured time-,564,Motor skills practice with stereotypic behaviors,immediate,The student is practicing catching a ball while standing on a spot in the gross motor area.,"TUTOR: We finished jumping. Let's check the picture schedule. It says catch. Please stand on the spot.

STUDENT: (Smiles and jumps up and down, looking really excited) Catch.

TUTOR: (Kneels about 2 feet in front of the student) Hands out, look at the ball.

STUDENT: (Catches the ball with two hands, then squeezes the ball)

TUTOR: Okay, let's do that again.

STUDENT: (Bounces on the ball, makes high pitch noises and flaps hands)",1564|1565,Task Resistance,"1. Respecting Capacity Limits: The tutor's response must allow the student to stop or significantly reduce demands if they show signs of reaching their limit, rather than forcing continued compliance.

2. Incorporating Natural Movement: The tutor's response must integrate the student's current physical state or excitement (e.g., jumping, dancing) into the learning activity.

3. Rhythmic and Structured Cues: The tutor's response must use clear, structured verbal cues or counting (e.g., '1, 2, 3') to guide the timing of a physical action.","1. Micro-Interval Work/Break Routine: The tutor's long-term plan must establish a highly structured, short-duration work-to-break ratio (e.g., 2 minutes on, 1 minute off).

2. Visual Sequence Integration: The tutor's long-term plan must incorporate the consistent use of visual aids or picture schedules to map out activity sequences and transitions."
979,302,Students requiring structured time-,564,Motor skills practice with stereotypic behaviors,long_term,The student is practicing catching a ball while standing on a spot in the gross motor area.,"TUTOR: We finished jumping. Let's check the picture schedule. It says catch. Please stand on the spot.

STUDENT: (Smiles and jumps up and down, looking really excited) Catch.

TUTOR: (Kneels about 2 feet in front of the student) Hands out, look at the ball.

STUDENT: (Catches the ball with two hands, then squeezes the ball)

TUTOR: Okay, let's do that again.

STUDENT: (Bounces on the ball, makes high pitch noises and flaps hands)",1566,Task Resistance,"1. Respecting Capacity Limits: The tutor's response must allow the student to stop or significantly reduce demands if they show signs of reaching their limit, rather than forcing continued compliance.

2. Incorporating Natural Movement: The tutor's response must integrate the student's current physical state or excitement (e.g., jumping, dancing) into the learning activity.

3. Rhythmic and Structured Cues: The tutor's response must use clear, structured verbal cues or counting (e.g., '1, 2, 3') to guide the timing of a physical action.","1. Micro-Interval Work/Break Routine: The tutor's long-term plan must establish a highly structured, short-duration work-to-break ratio (e.g., 2 minutes on, 1 minute off).

2. Visual Sequence Integration: The tutor's long-term plan must incorporate the consistent use of visual aids or picture schedules to map out activity sequences and transitions."
980,303,Preschool girls performing 'sassy girl' personas through relational and physical aggression,565,Relational aggression and social exclusion during 'sassy girl' play,immediate,Kiara and her friends are playing in the dark room with a mirror during free play.,"TUTOR: I see you girls are playing in the dark room with the mirror. What are you doing?

STUDENT: We're playing sassy girls! We're still sassy girls, and you don't even know that, silly. (looks in the mirror and fixes hair)

TUTOR: What are sassy girls?

STUDENT: They be mean, and selfish, they hurt people. You can play with us, but you have to be mean! (laughs loudly)

TUTOR: Luke is walking over to your area and says he will be Iron Man.

STUDENT: I don?™t care, we have real power. Get away from our castle, we don?™t want you to play with us.",1567,Social-Interpersonal Difficulty,"1. Non-Judgmental Inquiry: The tutor asks at least one open-ended question to explore or understand the student's play theme/rules, explicitly avoiding direct verbal disapproval or censorship of the scenario.

2. Firm Safety Boundaries: When physical aggression is present or threatened, the tutor establishes a clear, direct boundary against physical harm (e.g., stopping hitting) without lecturing or shutting down the underlying imaginative play.","1. Theme Tolerance and Observation: The tutor's long-term plan includes observing and permitting the student's controversial or power-based play themes rather than implementing a blanket ban on 'mean' play.

2. Peer-Mediated Boundary Setting: The tutor's long-term plan includes strategies to empower peers to stand up to the student, set their own boundaries, or exclude her if she becomes physically or relationally violent.

3. Co-Direction of Play: The tutor's long-term plan positions the student as a leader or co-director, allowing her to take the lead in creating learning opportunities based on her interests."
981,303,Preschool girls performing 'sassy girl' personas through relational and physical aggression,565,Relational aggression and social exclusion during 'sassy girl' play,long_term,Kiara and her friends are playing in the dark room with a mirror during free play.,"TUTOR: I see you girls are playing in the dark room with the mirror. What are you doing?

STUDENT: We're playing sassy girls! We're still sassy girls, and you don't even know that, silly. (looks in the mirror and fixes hair)

TUTOR: What are sassy girls?

STUDENT: They be mean, and selfish, they hurt people. You can play with us, but you have to be mean! (laughs loudly)

TUTOR: Luke is walking over to your area and says he will be Iron Man.

STUDENT: I don?™t care, we have real power. Get away from our castle, we don?™t want you to play with us.",1568|1569,Social-Interpersonal Difficulty,"1. Non-Judgmental Inquiry: The tutor asks at least one open-ended question to explore or understand the student's play theme/rules, explicitly avoiding direct verbal disapproval or censorship of the scenario.

2. Firm Safety Boundaries: When physical aggression is present or threatened, the tutor establishes a clear, direct boundary against physical harm (e.g., stopping hitting) without lecturing or shutting down the underlying imaginative play.","1. Theme Tolerance and Observation: The tutor's long-term plan includes observing and permitting the student's controversial or power-based play themes rather than implementing a blanket ban on 'mean' play.

2. Peer-Mediated Boundary Setting: The tutor's long-term plan includes strategies to empower peers to stand up to the student, set their own boundaries, or exclude her if she becomes physically or relationally violent.

3. Co-Direction of Play: The tutor's long-term plan positions the student as a leader or co-director, allowing her to take the lead in creating learning opportunities based on her interests."
