title,authors,year,eric_id,eric_page,abstract,in_dataset
Using Inquiry and Tenets of Multicultural Education to Engage Latino English-Language Learning Students in Learning about Geology and the Nature of Science.,"Meyer, Xenia S.; Capps, Daniel K.; Crawford, Barbara A.; Ross, Robert",2012,EJ1164201,https://eric.ed.gov/?id=EJ1164201,"Traditional school science instruction has been largely unsuccessful in reaching diverse student groups and students from, in particular, underrepresented backgrounds. This paper presents a case study of an urban, dual-language middle school classroom in which the teacher used an alternative instructional approach, involving her students in an authentic geological investigation with fossils. In this instructional setting, the teacher successfully engaged her English-language learning students from Latino backgrounds in science learning through inquiry, instructionally congruent science teaching strategies, and explicit instruction in nature of science. Students participating in the geological investigation interacted with practicing scientists. This instructional approach modeled the activities of science and better connected diverse students to the scientific community of practice. The practices used in this classroom provide a compelling example of how science instruction can be",
Storytelling Supported by Technology: An Alternative for EFL Children with Learning Difficulties.,"Lee, Sy-ying",2012,EJ989221,https://eric.ed.gov/?id=EJ989221,"This action research aims to investigate how technology improves the conditions of storytelling to help enhance the learning attitude and motivation of EFL children with learning difficulty using power point designs and an online recording system--VoiceThread (http://voicethread.com/). The use of power point designs is to assure children of clear illustrations and print during storytelling. VoiceThread is used to present the story with audio and visual aids to help children review keywords and read aloud simple summarizing sentences. By online practicing, children were more involved in the storytelling and language acquisition process, chances rarely available in the regular class. Twenty Taiwanese EFL children determined learning-at-risk took part in this one-year project; survey questionnaires, storytellers' ethnographic notes, and teacher interviews were collected to examine the progress in terms of their changes in attitude, motivation, and responsiveness to storytelling and",O
Students at Risk of Dropping out: How to Promote Their Engagement with School Science?.,"Faria, Claudia; Freire, Sofia; Galvao, Cecilia; Reis, Pedro; Baptista, Monica",2012,EJ975548,https://eric.ed.gov/?id=EJ975548,"The goal of this study was to understand which factors, related to school science, can interfere with engagement of students-at-risk-of-dropping-out with school science and to know what kind of activities and teaching strategies are adequate to these students. This case-study involved a chemistry-teacher and ten male students. Data was based on teacher's interview, teacher's and students' notes regarding activities implementation and students' questionnaires. Results show that linking science with society by means of practical activities--that are student centred and require agency, autonomy, and the mobilization of complex competencies--facilitated the students' engagement with school science. (Contains 2 tables.)",O
"An Investigation into an Interaction Programme for Children on the Autism Spectrum: Outcomes for Children, Perceptions of Schools and a Model for Training.","Jones, Kyffin; Howley, Marie",2010,EJ885469,https://eric.ed.gov/?id=EJ885469,"The objective of this study was to investigate a system of training designed by a Local Education Authority support service to promote interactive skill building with children on the autism spectrum. Using a case study approach, the study focused thematically upon outcomes for children, perceptions of schools regarding impact of the training programme and key features of the system of delivering training. Five schools (four primary mainstream and on primary special) which had completed training during a one-year period participated in the research. Data was gathered using multi-methods including questionnaires, semi-structured interviews and document scrutiny. Findings indicate a number of positive outcomes for children, including enhanced communication skills and the development of friendships with peers. The model of training was perceived to be effective by all participants, with a focus upon increased staff confidence in order to become trainer of other members of staff. The",
Everyday Innovation--Pushing Boundaries While Maintaining Stability.,"Lippke, Lena; Wegener, Charlotte",2014,EJ1054200,https://eric.ed.gov/?id=EJ1054200,"Purpose: The purpose of this paper is to explore how vocational teachers' everyday practices can constitute innovative learning spaces that help students to experience engagement and commitment towards education and thus increase their possibilities for completing their studies despite notable difficulties. Design/methodology/approach: Based on two ethnographic field studies, we analyse vocational teaching situations in which teachers and students engage in daily remaking of the vocational educational training practice. It is argued that these everyday situations can be understood as innovative transformation of participation and practice. Findings: The exploration of teachers' practicing new learning spaces sheds light on innovation potential embedded in everyday educational practices. The paper thus challenges the celebration of radical innovation and argues that innovation emerges from everyday activities in which teachers succeed to balance continuities and discontinuities.",
Employing a Case Study Approach to Capture Motivation and Self-Regulation of Young Students with Learning Disabilities in Authentic Educational Contexts.,"Lichtinger, Einat; Kaplan, Avi",2015,EJ1055700,https://eric.ed.gov/?id=EJ1055700,"Recent theory and research suggest that self-regulation is not a unitary set of strategies, and that students may employ different types of self-regulation strategies in ways that correspond with different motivational orientations. In this paper, we describe a situated case study approach to investigate the motivational orientation and self-regulation strategies that an elementary school student with learning disabilities employs as he or she engages in a teacher-assigned academic task in an authentic educational context. The method includes a case analysis that involves triangulating and integrating different types of data in order to construct an in-depth view of the student's flow of situated engagement in a teacher-assigned task. Data sources include: (a) traces of strategies in the student's academic product; (b) direct observation of the engagement process; (c) stimulated-recall interview (SRI) on the engagement process using the observation as a memory trigger; and (d)",O
A Phenomenological Study Highlighting the Voices of Students with Mental Health Difficulties Concerning Barriers to Classroom Learning.,"Buchanan, Denise",2014,EJ1028059,https://eric.ed.gov/?id=EJ1028059,"Despite the Mental Health Foundation (2012) stating that each year, one in four people in the United Kingdom (UK) will have some kind of mental health difficulty, students from this group are underrepresented in further education (FE) colleges. In light of this, the purpose of this exploratory research, which was rooted in the phenomenological paradigm, was to investigate the barriers to classroom learning that existed among adult students who had severe and enduring mental health difficulties, as well as how they perceived that these could be overcome. With the aim of foregrounding the learners' voices, five students from a cookery course, set up specifically for this target group, were studied using a case-study approach. The results revealed that there were many fears connected with the learning process, particularly in relation to failure and relapse, as well as how the teacher would treat them. The actual process of affording these vulnerable students a unique opportunity to be",
Alternatives to Suspensions: Rationale and Recommendations.,"Chin, Jenna K.; Dowdy, Erin; Jimerson, Shane R.; Rime, W. Jeremy",2012,EJ963067,https://eric.ed.gov/?id=EJ963067,"Suspensions are often used as an individual disciplinary consequence in attempts to reduce problem behaviors in the future. However, suspensions have shown to be less effective for students with specific behavioral challenges and problems. When examining suspensions in the context of behaviorist and social-ecological learning theories, suspending may be inappropriate and ineffective to promote learning or behavioral compliance, specifically for students with behavioral skill deficits. A literature review of effective prevention methods (e.g., positive behavior supports) informs a potential paradigm shift in how student misbehavior may be effectively addressed. A proposed model for alternatives to suspensions is presented, with special attention to implications and guidelines for practitioners. Additionally, a pilot initiative implementing alternatives to suspensions is discussed, and a case study serves as an example for recommendations in replacing punitive discipline practices with",O
The Role of Student Aggressive Communication Traits in the Perception of Instructor Ideological Bias in the Classroom.,"Linvill, Darren L.; Mazer, Joseph P.",2013,EJ996571,https://eric.ed.gov/?id=EJ996571,"Research indicates that Americans believe instructor political bias to be a serious problem in the college classroom, as many professors are considered a liberal elite. In light of scholarship suggesting that characteristics students bring with them to the classroom may influence their perception of instructor communication behaviors, the present study explores the role student aggressive communication traits play in students' dispositional inferences of their instructors holding an ideological bias and how students react to that inference in the college classroom. Results reveal that students' verbal aggressiveness predicts their perceptions of instructor ideological bias, whereas students' argumentativeness predicts their reactions to instructor ideological bias. Pedagogical implications and areas for future research are discussed.",
The Prevalence of Bullying at High Schools in Lesotho: Perspectives of Teachers and Students.,"Mosia, Paseka Andrew",2015,EJ1107243,https://eric.ed.gov/?id=EJ1107243,"This article seeks to explore the concept of bullying through the eyes of teachers and students. Although teachers are very important in monitoring and controlling students' behaviour, they can also unwittingly reinforce aggression by the manner in which they react to students who are either perpetrators or victims of aggression. Similarly, students may ""enable"" bullying by not reporting every incident they experience or by failing to be assertive. The study used the qualitative approach to collect and analyse data. Questionnaires were used for teachers and students to find out how participants individually and collectively view and deal with bullying in their respective schools. Quantitative data from questionnaires was first analysed using the SPSS descriptive (i.e. simple frequency counts expressed in percentages) methods before being interpreted qualitatively, while responses to an open-ended question from teachers were analysed qualitatively. The findings of the study",
"""Badminton Player-Coach"" Interactions between Failing Students.","Mascret, Nicolas",2011,EJ908587,https://eric.ed.gov/?id=EJ908587,"Background: Physical education teachers often use the player-coach dyad in individual opposition sports so that students can obtain information on their actions and then better regulate them. This type of work also develops methodological and social skills. However, the task of observing a partner often poses problems for failing students, who tend to reject it. Purpose: Failing students are known to develop an emotional and meaningful relationship to knowledge. We therefore investigated how a ""scholastic form of practice"" of badminton might be used to encourage these students to accept and invest in the task of observing their partners. We also evaluated the impact of this investment on the acquisition of motor and methodological skills, as well as the conditions conducive to effective reciprocal peer tutoring in badminton. Participants and setting: Our work focussed on two first-year classes in a French secondary school (Marseilles) with a majority of failing students,",O
The Influence of Student Characteristics on the Dependability of Behavioral Observation Data.,"Briesch, Amy M.; Volpe, Robert J.; Ferguson, Tyler David",2014,EJ1055781,https://eric.ed.gov/?id=EJ1055781,"Although generalizability theory has been used increasingly in recent years to investigate the dependability of behavioral estimates, many of these studies have relied on use of general education populations as opposed to those students who are most likely to be referred for assessment due to problematic classroom behavior (e.g., inattention, disruption). The current study investigated the degree to which differences exist in terms of the magnitude of both variance component estimates and dependability coefficients between students nominated by their teachers for Tier 2 interventions due to classroom behavior problems and a general classroom sample (i.e., including both nominated and non-nominated students). The academic engagement levels of 16 (8 nominated, 8 non-nominated) middle school students were measured by 4 trained observers using momentary time-sampling procedures. A series of G and D studies were then conducted to determine whether the 2 groups were similar in terms of the",
Mischief-Making of One Kind/and Another: Unruliness and Resistance in Rural Preschoolers' Free Play.,"Galman, Sally Campbell",2015,EJ1070134,https://eric.ed.gov/?id=EJ1070134,"While many contemporary popular cultural discourses in the USA recognise and commodify children as distinct persons engaging in the middle-class project of expressive individuation, much public and early educational policy has simultaneously intensified the control and regulation of children, children's culture and children's bodies and emotions in early education settings. Prout suggests that late modern schooling might be characterised by ""practices directed at greater surveillance, control and regulation of children"" (304). This ethnographic study of a group of three-, four- and five-year-old children in a rural New England community preschool setting explores rural children's lived experiences resisting control and navigating contradiction through unruly, mischievous games and free play. This unruliness is situated in the context of escalating academic demands in early childhood education and resistant rural community culture(s).",O
"""We Hatched in This Class"": Repositioning of Identity in and beyond a Reading Classroom.","Skerrett, Allison",2012,EJ970188,https://eric.ed.gov/?id=EJ970188,"This article presents a case study of development of reading identity in Angelica, a 15 year old Latina. The paper explores the literacy experiences in school that positioned Angelica as a struggling reader. It also examines the efforts of significant others in school and out-of-school contexts, as well as her own efforts, to contest this identity. In particular, it analyzes the pedagogical practices of Angelica's ninth grade reading teacher that were pivotal in Angelica's repositioning of her reading identity in school. Moving beyond teachers exploring with their students the broad construct of academic identity, the article argues for critical exploration of disciplinary identity as part of an academic curriculum. It offers some suggestions for doing so. The paper also advocates for building students' academic identities in the out-of-school contexts of their lives. In departure from typical approaches, it stresses that students should take a significant role in deciding how to",O
"Lights, Camera, Lesson: Teaching Literacy through Film.","Lipiner, Michael",2011,EJ954725,https://eric.ed.gov/?id=EJ954725,"This in-depth case study explores a modern approach to education: the benefits of using film, technology and other creative, non-conventional pedagogical methods in the classroom to enhance students' understanding of literature. The study explores the positive effects of introducing a variety of visual-based (and auditory-based) teaching methods to learners within an urban high school English language arts inclusion classroom. The study group reads literature, analyses films and works on various creative assignments, such as incorporating music lyrics, using computer technology and creating art. The study outlines supplemental assignments designed to have students respond critically to literature within a creative learning environment. As a result, the students' grades improve, and they are able to stay connected with the readings. The case study also references similar professional case studies, authors and educational theorists. (Contains 2 notes and 12 figures.)",O
An Investigation of Mathematically Promising Students' Cognitive Abilities and Their Contributions to Learning Environment.,"Budak, Ibrahim; Kaygin, Bulent",2015,EJ1059185,https://eric.ed.gov/?id=EJ1059185,"In this study, through the observation of mathematically promising students in regular classrooms, relevant learning environments and the learning needs of promising students, teacher approaches and teaching methods, and the differences between the promising students and their normal ability peers in the same classroom were investigated. Correlational survey research was conducted. The sample of this research was composed of selected and non-selected students. The selected students were 21 students who were attending the Science and Art Center in Erzincan. The non-selected students were peers of the selected students in the same classroom at their schools. The differentiated classroom observation form, which was adapted into Turkish, and written interview questions for teachers were the data collection instruments used in this study. Structured non participant observation was conducted in regular classrooms in which selected mathematically promising and their non-selected peers",
Addressing Instructional Avoidance with Tier II Supports.,"Anderson, Cynthia M.; Turtura, Jessica; Parry, Michael",2013,EJ1002676,https://eric.ed.gov/?id=EJ1002676,"In a 3-tiered, prevention-oriented framework, Tier II (secondary, targeted) interventions are designed for students whose problem behaviors have not responded to Tier I but are not severe enough to warrant an individualized Tier III intervention. Tier II interventions are implemented similarly across students receiving the intervention and can be delivered in an individual or group format. There are myriad such interventions in the literature; however, relatively few are designed for implementation in a 3-tiered framework. Further, there are limited evidence-based options available for students who engage in avoidance of instructional activities. In this article, the authors present a framework for conceptualizing Tier II interventions for these students. The authors define key features of evidence-based interventions for this population, systems needed to support implementation, and efficient means for progress-monitoring Tier II interventions. A case study exemplifying",O
Function-Based Thinking: A Systematic Way of Thinking about Function and Its Role in Changing Student Behavior Problems.,"Hershfeldt, Patricia A.; Rosenberg, Michael S.; Bradshaw, Catherine P.",2010,EJ917387,https://eric.ed.gov/?id=EJ917387,"The responsibility of managing student behavior has become a heightened concern for general education teachers as a result of increased accountability for student gains. Although functional behavioral assessments (FBAs) are widely recommended for use in such situations, there are clear indications that this evidence-based practice is not occurring regularly or reliably. Nevertheless, there are core elements of FBAs that promote function-based thinking (FBT) that may help bridge this gap and serve as an efficient strategy to address behavior problems and inappropriate referrals. This article outlines the FBT model, which aims to empower general education teachers and school-based personnel to apply a more systematic approach to problem-solving possible functions of student behavior. FBT is an approach to behavior intervention planning that can be more easily embraced by general education teachers than FBA. Drawing on the FBA literature, the FBT model provides a framework for",
Changing Behaviors by Changing the Classroom Environment.,"Guardino, Caroline A.; Fullerton, Elizabeth",2010,EJ891858,https://eric.ed.gov/?id=EJ891858,"This case study explores the possibility of affecting classroom behaviors by modifying the classroom environment. Although this type of research previously has been conducted in self-contained special education classrooms (Guardino, 2009), this is the first study to explore modifications in an inclusive classroom. The results of this study align with previous research: modifications to the classroom environment increased academic engagement and decreased disruptive behavior (Hood-Smith & Leffingwell, 1983; Proshansky & Wolfe, 1974; Visser, 2001; Wheldall & Olds, 1987; Zifferblatt, 1972). The results of this study warrant additional research. Future studies should include a greater number of classrooms; beginning at the start of the school year would ensure modifications are preventative and proactive. (Contains 4 figures.)",O
Creating a Common Table: Using Peer Mediated Intervention to Promote Social Communication Skills with At-Risk and Autism Spectrum Disorder Populations.,"Craig-Unkefer, Lesley; Loncola Walberg, Jennifer",2015,EJ1134274,https://eric.ed.gov/?id=EJ1134274,"Identifying an intervention that is effective for multiple populations can be a challenge. Given the potential range of students in an inclusive setting, the need to identify common strategies that promote skill development for multiple populations is essential. Professionals need to identify those strategies that promote skill development that meet the needs of the individual student as well as the other students in the classroom setting. An investigation was conducted using a three-part peer mediated intervention for two distinct populations. The purpose of this investigation was to examine how consistent strategies impacted diverse participant populations in the area of social communication. Results are discussed per participant population and how targeted common strategies can promote skill development of diverse populations, including those identified as being at risk or with a diagnosed disability.",O
Rethinking Pedagogy in Urban Spaces: Implementing Hip-Hop Pedagogy in the Urban Science Classroom.,"Adjapong, Edmund S.; Emdin, Christopher",2015,EJ1071416,https://eric.ed.gov/?id=EJ1071416,"A significant amount of research regarding Hip-Hop Based Education (HHBE) fails to provide insight on how to incorporate elements of Hip-Hop into daily teaching practices; rather Hip-Hop based educators focus mainly on incorporating Hip-Hop culture into curricula. This study explores the benefits of using two specific Hip-Hop pedagogical practices in an urban science classroom. Call-and-response and co-teaching, two different pedagogical approaches that are related to Hip-Hop culture, were implemented and studied to understand their benefits in an urban science classroom. Participants in this study are middle school students who attend an urban school in one of the largest school systems in the country. This study provides insight on ways Hip-Hop can be incorporated into the art and science of teaching, extending current HHBE research, which mainly discusses how Hip-Hop can be used to design curricula based on music and rhymes. Through this study the researchers find that Hip-Hop",O
An Investigation of Elementary Teachers' Use of Follow-Up Questions for Students at Different Reading Levels.,"Gilson, Cindy M.; Little, Catherine A.; Ruegg, Ashley N.; Bruce-Davis, Micah",2014,EJ1042133,https://eric.ed.gov/?id=EJ1042133,"Asking questions to promote higher-level thinking is often promoted as a way to challenge students, especially talented readers, to think more deeply about text and share their thinking. Recent research in a variety of educational fields has indicated that follow-up questions may be used to move all students forward in their abilities to understand and respond to such questions accessing higher-level thinking. The purpose of this qualitative investigation was to identify the types of follow-up questions frequently asked by three teachers at a small, urban elementary school in the Northeastern region of the United States and whether those types varied by students' reading readiness levels. Results indicated that the teachers asked a variety of follow-up questions accessing both higher- and lower-level thinking during reading conferences with students whose reading levels varied; the results also indicated that each teacher tended to ask a greater percentage of higher-level questions",
Boys Only: One Co-Educational Primary School's Experience of a Classroom for Boys.,"Price, Christopher D.",2011,EJ940868,https://eric.ed.gov/?id=EJ940868,"Concern over retention of boys as well as poor academic performance and behaviour, in a New Zealand co-educational primary school, led the school to trial, a ""boys-only class"". This case study reports interview and questionnaire commentary obtained at the beginning and end of the year from the principal, the teacher, pupils and parents, to consider outcomes for male pupils at this school, in regard to learning and social behaviour. The commentary was generally positive, with an emphasis on the gains made in reading and social skills. Findings also suggest that a significant feature in learning progress of children was the teacher--a committed teacher delivering a classroom programme and environment to meet the particular needs of boys in this class.",O
Children's Problem Behaviour and Techniques to Classroom Management: A Case Study of a Preschool Classroom in Klang Valley.,"Kamarulzaman, Wirawani binti; Zhi Siew, Pang",2015,ED556703,https://eric.ed.gov/?id=ED556703,"Classroom management is a skill that every teacher should be equipped well with. Although it is common for children to misbehave once in a while in classrooms, inability for teachers to handle the situation will make the problem behaviour worsen. The study explores some of the problem behaviour that occurred in a classroom in a preschool at Klang Valley area. An observation was done for data collection and it was held for 30 minutes during English lesson and 15 minutes during meal time. It was found that three children were obviously misbehaved during that time. The behaviours include walking around and not submitting worksheet, pushing one another in a line and also making noise with meal bowl and spoon. It was also found that back row of students were talking to each other while teacher was only paying attention to front row students. A few classroom management techniques were also suggested. [A bibliography is included.]",
An Observational Case Study of Four Second Grade General Education Students' Academic Responding and Inappropriate Behavior in the Presence of a Disruptive Student with Disabilities.,"Duvall, Steven F.; Jain, Sachin; Boone, Denise",2010,EJ952137,https://eric.ed.gov/?id=EJ952137,"The current observational case study involves four second grade students without disabilities in a classroom in which a disruptive student with disabilities was included. The purpose of the study was to record and analyze the academic responses (AR) and inappropriate behaviors (IB) that were exhibited by students without disabilities in three different conditions. Within an alternating observations design, the results indicated that the students' AR was lowest and IB was highest when the disruptive student was in the classroom without the para, and students' AR was highest and IB was lowest when both the disruptive student and the para left the room. Limitations and implications for future research were discussed. (Contains 2 figures and 1 table.)",
A Case Study of Exclusion on the Basis of Behaviour (and Experiences of Migration and Racialisation).,"Underwood, Kathryn",2012,EJ960034,https://eric.ed.gov/?id=EJ960034,"Dwayne is a Grade 6 student who came to Canada from Jamaica at the age of seven. Upon arrival in a new school Dwayne had to adapt to a new culture. In addition, Dwayne was identified as having severe behavioural problems and learning difficulties, and it was recommended within the first month of school that the boy be medicated in order for him to cope. His mother refused. Through interviewing Dwayne's mother and his teacher, a case study details Dwayne's experiences of schooling in as a result of segregation and in a non-segregated classroom setting. The story of Dwayne illustrates how experiences of disablement are interrelated with experiences of migration and racialisation. The article makes a case for understanding inclusive education practice as well as the construction of disability as central to understanding systemic exclusion through special education.",
"Can Developmental Cognitive Neuroscience Inform Intervention for Social, Emotional and Behavioural Difficulties (SEBD)?.","Frederickson, Norah; Jones, Alice P.; Warren, Laura; Deakes, Tara; Allen, Geoff",2013,EJ1010765,https://eric.ed.gov/?id=EJ1010765,"An initial evaluation of the utility of designing an intervention to address neuroscience-based subtyping of children who have conduct problems was undertaken in this pilot study. Drawing on the literature on callous-unemotional traits, a novel intervention programme, ""Let's Get Smart"", was implemented in a school for children with social emotional and behavioural difficulties. A mixed-methods design was used to investigate the perspectives of staff participant-observers in the change process, alongside standardised scores on measures of pupil performance and behaviour. Both qualitative and quantitative results showed reductions in externalising behaviour and improvements in measures of hypothesised underlying cognitive and affective processes. While externalising behaviour improved across subtypes, associated changes in underlying processes differed by subtype, supporting the potential value of neuroscience-informed contributions to intervention planning. (Contains 4",O
The Importance of Student and Teacher Interactions for Disaffected Middle School Students: A Grounded Theory Study of Community Day Schools.,"Kennedy, Brianna L.",2011,EJ908614,https://eric.ed.gov/?id=EJ908614,"Students who are expelled from school often demonstrate the need for alternative learning environments that respond to their academic disengagement as well as their behavioral challenges. Teachers in such environments contend with a variety of student needs while attempting to engage students in the learning process. This grounded theory study examines student and teacher interactions in community day school (CDS) classrooms in one large, urban school district in the southwest. Through semistructured interviews and observations, the researcher develops an emerging theory that describes the interactions between teachers and students. Interactions vary in nature depending on student and teacher characteristics, their self-definitions and beliefs, and the influence of support staff. Various interactions precede specific student outcomes, which can be both intended and unintended. This article explains the interplay between the categories listed above and gives concrete examples from",
An Examination of Typical Classroom Context and Instruction for Students with and without Behavioral Disorders.,"Scott, Terrance M.; Alter, Peter J.; Hirn, Regina G.",2011,EJ951816,https://eric.ed.gov/?id=EJ951816,Classrooms are complex social systems in which teachers and students interact in a variety of ways across contexts. Of issue is both the nature and frequency of teachers' use of what typically are considered effective instructional practice and the typical manner in which students respond to different teacher behaviors. This study expands upon earlier research using direction observation and coding systems to take a snapshot of how classrooms typically operate and to analyze how teacher behaviors predict student success rates. Over 1000 observations of elementary and high school classrooms were conducted during instructional contexts and the data for both teacher and student behavior summarized for analysis. Descriptive data on specific frequency and duration outcomes are presented for teachers and students and possible interactions are discussed. (Contains 3 figures and 1 table.),O
Literature Discussion: Encouraging Reading Interest and Comprehension in Struggling Middle School Readers.,"Pittman, Pamela; Honchell, Barbara",2014,EJ1048739,https://eric.ed.gov/?id=EJ1048739,"The purpose of this qualitative study was to explore how literature discussion affects middle school struggling readers. The focus was on 16 middle school struggling readers in a rural Title I school in the southeastern United States. Findings indicated that (a) literature discussion increased student enjoyment of reading, and (b) students understood a text better during literature discussion when they used reading strategies along with prior knowledge to make connections between a text and their own lives. The discussion focused on the practice of literature discussion. The authors explored how this learning activity positively influenced middle school students' learning, particularly among struggling readers.",O
Meteorological Variables and Behavior of Learners with Autism: An Examination of Possible Relationships.,"VanBuskirk, Sabrina E.; Simpson, Richard L.",2013,EJ1015030,https://eric.ed.gov/?id=EJ1015030,"For this study, we collected classroom behavioral data for three children with autism relative to daily meteorological conditions. Meteorological data, including barometric pressure, humidity, outdoor temperature, and moon illumination, were obtained from the National Weather Service. Relationships between children's individual target behaviors and meteorological conditions were evaluated via scatterplots. Results revealed independence between children's behavior and meteorological conditions. Study results are discussed along with implications for professional practice. (Contains 2 figures and 1 table.)",O
The Impact of Two Teachers' Use of Specific Scaffolding Practices on Low-Attaining Upper Primary Students.,"Ferguson, Sarah; McDonough, Andrea",2010,ED520872,https://eric.ed.gov/?id=ED520872,"This paper reports on two upper primary teachers' use of particular scaffolding practices, individual discussion and the use of manipulatives. The cognitive and affective impact on four low-attaining students in these classes is described. The teachers and students were observed during eight to ten sequential tasks. ""Scaffolding conversations"" emerged as a common practice for these teachers whilst the use of manipulatives represented a point of difference. [For the complete proceedings, ""Shaping the Future of Mathematics Education. Proceedings of the Annual Conference of the Mathematics Education Research Group of Australasia (33rd, Freemantle, Western Australia, Australia, July 3-7, 2010),"" see ED520764.]",O
The Development of Co-Speech Gesture and Its Semantic Integration with Speech in 6- to 12-Year-Old Children with Autism Spectrum Disorders.,"So, Wing-Chee; Wong, Miranda Kit-Yi; Lui, Ming; Yip, Virginia",2015,EJ1077758,https://eric.ed.gov/?id=EJ1077758,"Previous work leaves open the question of whether children with autism spectrum disorders aged 6-12?years have delay in producing gestures compared to their typically developing peers. This study examined gestural production among school-aged children in a naturalistic context and how their gestures are semantically related to the accompanying speech. Delay in gestural production was found in children with autism spectrum disorders through their middle to late childhood. Compared to their typically developing counterparts, children with autism spectrum disorders gestured less often and used fewer types of gestures, in particular markers, which carry culture-specific meaning. Typically developing children's gestural production was related to language and cognitive skills, but among children with autism spectrum disorders, gestural production was more strongly related to the severity of socio-communicative impairment. Gesture impairment also included the failure to integrate speech",
Tier 2 Supports to Improve Motivation and Performance of Elementary Students with Behavioral Challenges and Poor Work Completion.,"Oakes, Wendy Peia; Lane, Kathleen Lynne; Cox, Meredith; Magrane, Ashley; Jenkins, Abbie; Hankins, Katy",2012,EJ999347,https://eric.ed.gov/?id=EJ999347,"We offer a methodological illustration for researchers and practitioners of how to conduct a development study consistent with the parameters delineated by the Institute of Education Sciences (IES; U.S. Department of Education [USDE], 2010) to explore the utility of an existing Tier 1 intervention applied as a Tier 2 support within a three-tiered model. Although the present study was not submitted to or funded by IES, it was developed as a pilot study to address two objectives. First, we explored the utility of a character development intervention focused on improving goal setting, decision making, and self-management skills to meet the behavioral and instructional needs of fourth-grade students who have behavioral challenges and limited work completion, but who have adequate literacy skills. The main questions pertained to treatment integrity and social validity, with a goal of having a fully-developed intervention ready for testing as part of an efficacy trial. Specific research",O
"""Without Comic Books, There Would Be No Me"": Teachers as Connoisseurs of Adolescents' Literate Lives","Simon, Rob",2012,EJ999350,https://eric.ed.gov/?id=EJ999350,"This article explores the notion of connoisseurship as a framework for learning about adolescents' lives and literacies and developing relationships in literacy classrooms. Drawing upon data from a two-year qualitative study of the collaborative inquiries of a community of student English teachers, the author examines inquiry projects written for an English methods course in which two student teachers, Alex and Jared, construct counternarratives about the promise of students who had been positioned as problems within their schools. These examples illustrate how becoming connoisseurs of adolescents' distinctiveness and abilities can be a basis for developing counterpractices in literacy classrooms, opening spaces of possibility for otherwise struggling students to begin to reorient their negative trajectories in school. Among other implications, this work suggests the positive consequences of teachers' attentiveness to students' literacy practices, and the importance of teachers cultivating more relational stances toward students.",O
Relational Aggression: The Voices of Primary School Learners.,"Botha, Johan",2014,EJ1137217,https://eric.ed.gov/?id=EJ1137217,"The aim of this research was to explore and describe primary school learners' experiences of relational aggression at school. This was done within a qualitative research design with a phenomenological approach. In order to give a voice to primary school learners' lived experiences of relational aggression, 25 individual interviews were conducted with a purposeful sample of learners from two primary schools in the Dr Kenneth Kaunda District, North-West Province. Data analysis was done using Tesch's systematic open coding process. Social Learning Theory underscored the theoretical foundation that emphasises relational aggression as a socially learned phenomenon through observation. Although existing theory supports the findings, the reality, however, is that the effects of relational aggression impede negatively on learners' social and academic development and well-being. This jeopardises schools' endeavours to effectively socialise learners in order to establish and maintain effective",
Descriptive Analysis of Teacher Instructional Practices and Student Engagement among Adolescents with and without Challenging Behavior.,"Hirn, Regina G.; Scott, Terrance M.",2014,EJ1070166,https://eric.ed.gov/?id=EJ1070166,"The purpose of this descriptive study was to examine teacher and student behavior in high school classrooms that included at least one student identified with challenging behavior. Across two school years and within the content areas of math, reading/English, social studies, and science, student/ teacher dyads were directly observed in the typical classroom setting. Results are described in terms of overall teacher rates per minute and percentages of observed instructional practice. The degree to which teacher and student behaviors differed across students with and without challenging behaviors is described. Findings revealed relatively low rates of specific instructional practices, increased use of negative feedback for students with identified challenging behaviors, and variable levels of student engagement. Study limitations and areas for future research are discussed.",
Using Law-Related Education to Engage Marginalized Urban High School Students.,"Marri, Anand R.",2010,EJ915852,https://eric.ed.gov/?id=EJ915852,"This case study examines the perspectives of a teacher and a set of students in a U.S. history classroom in a ""last chance"" public New York City high school--with ""last chance"" being a common term used to describe schools designed for struggling students, those who have a history of truancy, or those who have dropped out. The research question is as follows: How does a skilled teacher engage marginalized students through law-related education in a U.S. history course? Here, this study documents one skilled teacher and his law-related education pedagogy. Specifically, it focuses on how he engaged marginalized urban students by means of emphasizing an open classroom environment, democratic living skills and community building, and thorough disciplinary knowledge and skills. This study furthers our understanding of the ways in which urban students can be better prepared for engaged democratic citizenship in a multicultural democratic United States.",O
The Social Treatment of Ex-Dropouts Reenrolled in Secondary School in South Africa.,"Brown, Byron A.",2013,EJ1077115,https://eric.ed.gov/?id=EJ1077115,"Dropout recovery and return to school is an education access priority for government in countries in both the western and non-western worlds. In a qualitative investigation involving a sample of dropouts who had re-enrolled in secondary school in South Africa, this study explored antisocial aspects in their social experiences at school. The aim was to explore the social treatment of ex-dropout who re-enrolled in secondary school and discuss ways to help them reintegrate in the school community. The study revealed that the major antisocial aspects in dropout experience were prejudice and social hostility, expressed through experiences of social ostracism, isolation, categorisation and rejection. This was motivated by a matrix of intersecting modern and traditional forces. Relational and physical aggressions, which occurred in response to dropout out-group labelling and categorisation, were major factors in the social interactions. The evidence of hostility and reactions substantiated",
